station,timestamp,temperature_celsius,relative_humidity_pct,delta_t_celsius,wind_speed_kmh,soil_moisture_pct,rain_prob_pct,crop_stage_sensitivity,readiness_score,spray_window_safe,ground_truth_safe,is_correct,rationale
Rajkot (Groundnut/Cotton),2026-09-05T04:00,24.8,89.0,1.44,10.7,26.33,0.0,0.85,0.0,False,False,True,"Delta-T 1.4°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 26.3% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-05T05:00,24.7,90.0,1.3,10.2,26.4,0.0,0.85,0.0,False,False,True,"Delta-T 1.3°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 26.4% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-05T06:00,24.7,90.0,1.3,11.2,26.5,0.0,0.85,0.0,False,False,True,"Delta-T 1.3°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 26.5% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-05T07:00,25.3,86.0,1.86,10.9,26.53,0.0,0.85,0.0,False,False,True,"Delta-T 1.9°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 26.5% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-05T08:00,27.0,76.0,3.32,15.4,26.53,0.0,0.85,0.0,False,False,True,"Wind speed 15.4 km/h > 15 km/h limit (spray drift hazard) | Soil moisture 26.5% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-05T09:00,28.6,68.0,4.61,15.7,26.43,6.0,0.85,0.0,False,False,True,"Wind speed 15.7 km/h > 15 km/h limit (spray drift hazard) | Soil moisture 26.4% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-05T10:00,30.2,58.0,6.36,14.1,26.3,14.0,0.85,0.0,False,False,True,"Soil moisture 26.3% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-05T11:00,32.1,50.0,8.0,15.6,26.07,18.0,0.85,0.0,False,False,True,"Wind speed 15.6 km/h > 15 km/h limit (spray drift hazard) | Soil moisture 26.1% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-05T12:00,33.3,45.0,9.14,16.9,25.77,15.0,0.85,0.0,False,False,True,"Wind speed 16.9 km/h > 15 km/h limit (spray drift hazard) | Delta-T 9.1°C > 8.0°C (rapid droplet evaporation before absorption) | Soil moisture 25.8% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-05T13:00,34.0,41.0,10.08,16.8,25.57,9.0,0.85,0.0,False,False,True,"Wind speed 16.8 km/h > 15 km/h limit (spray drift hazard) | Delta-T 10.1°C > 8.0°C (rapid droplet evaporation before absorption) | Soil moisture 25.6% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-05T14:00,33.7,42.0,9.82,15.7,25.33,4.0,0.85,0.0,False,False,True,"Wind speed 15.7 km/h > 15 km/h limit (spray drift hazard) | Delta-T 9.8°C > 8.0°C (rapid droplet evaporation before absorption) | Soil moisture 25.3% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-05T15:00,33.9,41.0,10.07,16.6,25.17,2.0,0.85,0.0,False,False,True,"Wind speed 16.6 km/h > 15 km/h limit (spray drift hazard) | Delta-T 10.1°C > 8.0°C (rapid droplet evaporation before absorption) | Soil moisture 25.2% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-05T16:00,32.7,48.0,8.46,19.6,25.03,2.0,0.85,0.0,False,False,True,"Wind speed 19.6 km/h > 15 km/h limit (spray drift hazard) | Delta-T 8.5°C > 8.0°C (rapid droplet evaporation before absorption) | Soil moisture 25.0% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-05T17:00,31.1,62.0,5.78,19.2,25.0,2.0,0.85,0.0,False,False,True,"Wind speed 19.2 km/h > 15 km/h limit (spray drift hazard) | Soil moisture 25.0% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-05T18:00,29.6,67.0,4.85,19.4,25.0,1.0,0.85,0.0,False,False,True,"Wind speed 19.4 km/h > 15 km/h limit (spray drift hazard) | Soil moisture 25.0% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-05T19:00,28.5,71.0,4.15,17.9,25.07,1.0,0.85,0.0,False,False,True,"Wind speed 17.9 km/h > 15 km/h limit (spray drift hazard) | Soil moisture 25.1% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-05T20:00,27.7,74.0,3.65,15.7,25.17,0.0,0.85,0.0,False,False,True,"Wind speed 15.7 km/h > 15 km/h limit (spray drift hazard) | Soil moisture 25.2% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-05T21:00,27.0,79.0,2.89,12.2,25.27,0.0,0.85,0.0,False,False,True,"Soil moisture 25.3% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-05T22:00,26.8,80.0,2.74,10.3,25.33,0.0,0.85,0.0,False,False,True,"Soil moisture 25.3% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-05T23:00,26.7,79.0,2.88,11.1,25.43,0.0,0.85,0.0,False,False,True,"Soil moisture 25.4% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-06T00:00,26.2,79.0,2.86,12.5,25.53,0.0,0.85,0.0,False,False,True,"Soil moisture 25.5% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-06T01:00,25.6,81.0,2.56,11.4,25.57,0.0,0.85,0.0,False,False,True,"Soil moisture 25.6% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-06T02:00,25.3,84.0,2.13,10.2,25.63,0.0,0.85,0.0,False,False,True,"Soil moisture 25.6% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-06T03:00,25.0,86.0,1.85,10.5,25.67,0.0,0.85,0.0,False,False,True,"Delta-T 1.9°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 25.7% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-06T04:00,24.8,89.0,1.44,12.0,25.77,0.0,0.85,0.0,False,False,True,"Delta-T 1.4°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 25.8% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-06T05:00,24.7,89.0,1.44,12.0,25.83,0.0,0.85,0.0,False,False,True,"Delta-T 1.4°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 25.8% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-06T06:00,24.8,89.0,1.44,10.5,25.9,1.0,0.85,0.0,False,False,True,"Delta-T 1.4°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 25.9% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-06T07:00,25.5,85.0,2.0,12.4,25.93,1.0,0.85,0.0,False,False,True,"Soil moisture 25.9% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-06T08:00,27.1,76.0,3.33,15.8,25.9,2.0,0.85,0.0,False,False,True,"Wind speed 15.8 km/h > 15 km/h limit (spray drift hazard) | Soil moisture 25.9% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-06T09:00,28.8,67.0,4.78,15.0,25.83,3.0,0.85,0.0,False,False,True,"Soil moisture 25.8% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-06T10:00,30.4,59.0,6.21,15.6,25.67,4.0,0.85,0.0,False,False,True,"Wind speed 15.6 km/h > 15 km/h limit (spray drift hazard) | Soil moisture 25.7% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-06T11:00,31.5,52.0,7.55,15.3,25.5,4.0,0.85,0.0,False,False,True,"Wind speed 15.3 km/h > 15 km/h limit (spray drift hazard) | Soil moisture 25.5% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-06T12:00,33.0,47.0,8.7,14.4,25.17,3.0,0.85,0.0,False,False,True,"Delta-T 8.7°C > 8.0°C (rapid droplet evaporation before absorption) | Soil moisture 25.2% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-06T13:00,33.5,45.0,9.17,14.6,24.97,1.0,0.85,0.0,False,False,True,"Delta-T 9.2°C > 8.0°C (rapid droplet evaporation before absorption) | Soil moisture 25.0% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-06T14:00,34.1,44.0,9.48,13.5,24.73,0.0,0.85,0.0,False,False,True,"Delta-T 9.5°C > 8.0°C (rapid droplet evaporation before absorption) | Soil moisture 24.7% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-06T15:00,34.7,42.0,10.0,15.5,24.63,1.0,0.85,0.0,False,False,True,"Wind speed 15.5 km/h > 15 km/h limit (spray drift hazard) | Delta-T 10.0°C > 8.0°C (rapid droplet evaporation before absorption) | Soil moisture 24.6% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-06T16:00,33.0,48.0,8.51,15.9,24.53,3.0,0.85,0.0,False,False,True,"Wind speed 15.9 km/h > 15 km/h limit (spray drift hazard) | Delta-T 8.5°C > 8.0°C (rapid droplet evaporation before absorption) | Soil moisture 24.5% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-06T17:00,30.5,62.0,5.73,17.9,24.5,4.0,0.85,0.0,False,False,True,"Wind speed 17.9 km/h > 15 km/h limit (spray drift hazard) | Soil moisture 24.5% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-06T18:00,29.2,67.0,4.81,16.7,24.5,3.0,0.85,0.0,False,False,True,"Wind speed 16.7 km/h > 15 km/h limit (spray drift hazard) | Soil moisture 24.5% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-06T19:00,27.6,74.0,3.65,16.0,24.6,1.0,0.85,0.0,False,False,True,"Wind speed 16.0 km/h > 15 km/h limit (spray drift hazard) | Soil moisture 24.6% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-06T20:00,26.8,78.0,3.03,13.0,24.7,0.0,0.85,0.0,False,False,True,"Soil moisture 24.7% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-06T21:00,27.0,75.0,3.47,11.0,24.77,0.0,0.85,0.0,False,False,True,"Soil moisture 24.8% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-06T22:00,27.3,72.0,3.92,12.8,24.83,0.0,0.85,0.0,False,False,True,"Soil moisture 24.8% < 30% (xylem tension collapsed, stomata shut)"
Rajkot (Groundnut/Cotton),2026-09-06T23:00,26.5,77.0,3.16,14.0,24.9,0.0,0.85,0.0,False,False,True,"Soil moisture 24.9% < 30% (xylem tension collapsed, stomata shut)"
Varanasi (Vegetable Belt),2026-09-05T00:00,26.6,99.0,0.08,8.8,34.07,50.0,1.0,0.0,False,False,True,"Delta-T 0.1°C < 2.0°C (excess humidity, spray runoff) | Rain probability 50.0% > 40% (chemical wash-off risk)"
Varanasi (Vegetable Belt),2026-09-05T01:00,26.2,100.0,-0.05,10.5,33.97,29.0,1.0,0.001,False,False,True,"Delta-T -0.1°C < 2.0°C (excess humidity, spray runoff)"
Varanasi (Vegetable Belt),2026-09-05T02:00,25.9,99.0,0.08,9.1,33.97,12.0,1.0,0.001,False,False,True,"Delta-T 0.1°C < 2.0°C (excess humidity, spray runoff)"
Varanasi (Vegetable Belt),2026-09-05T03:00,25.9,98.0,0.22,7.1,33.9,5.0,1.0,0.001,False,False,True,"Delta-T 0.2°C < 2.0°C (excess humidity, spray runoff)"
Varanasi (Vegetable Belt),2026-09-05T04:00,25.8,98.0,0.22,5.4,33.87,3.0,1.0,0.001,False,False,True,"Delta-T 0.2°C < 2.0°C (excess humidity, spray runoff)"
Varanasi (Vegetable Belt),2026-09-05T05:00,25.8,98.0,0.22,6.6,33.83,2.0,1.0,0.001,False,False,True,"Delta-T 0.2°C < 2.0°C (excess humidity, spray runoff)"
Varanasi (Vegetable Belt),2026-09-05T06:00,26.2,97.0,0.36,7.7,33.77,0.0,1.0,0.001,False,False,True,"Delta-T 0.4°C < 2.0°C (excess humidity, spray runoff)"
Varanasi (Vegetable Belt),2026-09-05T07:00,27.2,92.0,1.06,7.3,33.73,0.0,1.0,0.001,False,False,True,"Delta-T 1.1°C < 2.0°C (excess humidity, spray runoff)"
Varanasi (Vegetable Belt),2026-09-05T08:00,28.6,87.0,1.79,5.5,33.67,0.0,1.0,0.001,False,False,True,"Delta-T 1.8°C < 2.0°C (excess humidity, spray runoff)"
Varanasi (Vegetable Belt),2026-09-05T09:00,29.7,82.0,2.56,3.5,34.43,10.0,1.0,0.938,True,True,True,Optimal stomatal aperture and atmospheric stability verified
Varanasi (Vegetable Belt),2026-09-05T10:00,30.7,75.0,3.67,1.5,34.03,24.0,1.0,0.917,True,True,True,Optimal stomatal aperture and atmospheric stability verified
Varanasi (Vegetable Belt),2026-09-05T11:00,31.4,71.0,4.34,1.9,33.83,37.0,1.0,0.854,True,True,True,Optimal stomatal aperture and atmospheric stability verified
Varanasi (Vegetable Belt),2026-09-05T12:00,31.7,72.0,4.2,3.0,33.63,50.0,1.0,0.0,False,False,True,Rain probability 50.0% > 40% (chemical wash-off risk)
Varanasi (Vegetable Belt),2026-09-05T13:00,31.7,73.0,4.04,3.9,33.43,63.0,1.0,0.0,False,False,True,Rain probability 63.0% > 40% (chemical wash-off risk)
Varanasi (Vegetable Belt),2026-09-05T14:00,31.6,76.0,3.56,3.5,33.33,69.0,1.0,0.0,False,False,True,Rain probability 69.0% > 40% (chemical wash-off risk)
Varanasi (Vegetable Belt),2026-09-05T15:00,31.3,77.0,3.39,2.5,33.3,62.0,1.0,0.0,False,False,True,Rain probability 62.0% > 40% (chemical wash-off risk)
Varanasi (Vegetable Belt),2026-09-05T16:00,29.7,84.0,2.26,3.4,33.47,47.0,1.0,0.0,False,False,True,Rain probability 47.0% > 40% (chemical wash-off risk)
Varanasi (Vegetable Belt),2026-09-05T17:00,28.9,83.0,2.38,5.6,34.7,35.0,1.0,0.835,True,True,True,Optimal stomatal aperture and atmospheric stability verified
Varanasi (Vegetable Belt),2026-09-05T18:00,28.4,90.0,1.36,3.0,35.8,28.0,1.0,0.001,False,False,True,"Delta-T 1.4°C < 2.0°C (excess humidity, spray runoff)"
Varanasi (Vegetable Belt),2026-09-05T19:00,28.5,91.0,1.21,3.6,36.33,24.0,1.0,0.002,False,False,True,"Delta-T 1.2°C < 2.0°C (excess humidity, spray runoff)"
Varanasi (Vegetable Belt),2026-09-05T20:00,28.1,89.0,1.49,6.9,35.7,24.0,1.0,0.002,False,False,True,"Delta-T 1.5°C < 2.0°C (excess humidity, spray runoff)"
Varanasi (Vegetable Belt),2026-09-05T21:00,27.7,90.0,1.35,7.8,35.33,34.0,1.0,0.002,False,False,True,"Delta-T 1.4°C < 2.0°C (excess humidity, spray runoff)"
Varanasi (Vegetable Belt),2026-09-05T22:00,26.8,95.0,0.64,12.9,35.07,48.0,1.0,0.0,False,False,True,"Delta-T 0.6°C < 2.0°C (excess humidity, spray runoff) | Rain probability 48.0% > 40% (chemical wash-off risk)"
Varanasi (Vegetable Belt),2026-09-05T23:00,26.1,97.0,0.36,8.1,34.87,57.0,1.0,0.0,False,False,True,"Delta-T 0.4°C < 2.0°C (excess humidity, spray runoff) | Rain probability 57.0% > 40% (chemical wash-off risk)"
Varanasi (Vegetable Belt),2026-09-06T00:00,25.5,99.0,0.09,6.7,34.67,54.0,1.0,0.0,False,False,True,"Delta-T 0.1°C < 2.0°C (excess humidity, spray runoff) | Rain probability 54.0% > 40% (chemical wash-off risk)"
Varanasi (Vegetable Belt),2026-09-06T01:00,25.1,100.0,-0.05,11.8,34.57,45.0,1.0,0.0,False,False,True,"Delta-T -0.1°C < 2.0°C (excess humidity, spray runoff) | Rain probability 45.0% > 40% (chemical wash-off risk)"
Varanasi (Vegetable Belt),2026-09-06T02:00,25.1,100.0,-0.05,7.7,34.47,35.0,1.0,0.002,False,False,True,"Delta-T -0.1°C < 2.0°C (excess humidity, spray runoff)"
Varanasi (Vegetable Belt),2026-09-06T03:00,25.4,99.0,0.09,2.7,34.37,24.0,1.0,0.002,False,False,True,"Delta-T 0.1°C < 2.0°C (excess humidity, spray runoff)"
Varanasi (Vegetable Belt),2026-09-06T04:00,25.5,99.0,0.09,3.6,34.3,12.0,1.0,0.001,False,False,True,"Delta-T 0.1°C < 2.0°C (excess humidity, spray runoff)"
Varanasi (Vegetable Belt),2026-09-06T05:00,25.7,99.0,0.09,5.6,34.27,4.0,1.0,0.001,False,False,True,"Delta-T 0.1°C < 2.0°C (excess humidity, spray runoff)"
Varanasi (Vegetable Belt),2026-09-06T06:00,26.2,97.0,0.36,7.4,34.17,0.0,1.0,0.001,False,False,True,"Delta-T 0.4°C < 2.0°C (excess humidity, spray runoff)"
Varanasi (Vegetable Belt),2026-09-06T07:00,27.2,91.0,1.2,7.9,34.07,0.0,1.0,0.001,False,False,True,"Delta-T 1.2°C < 2.0°C (excess humidity, spray runoff)"
Varanasi (Vegetable Belt),2026-09-06T08:00,28.4,81.0,2.66,8.7,33.97,4.0,1.0,0.922,True,True,True,Optimal stomatal aperture and atmospheric stability verified
Varanasi (Vegetable Belt),2026-09-06T09:00,29.8,74.0,3.77,8.2,33.83,17.0,1.0,0.918,True,True,True,Optimal stomatal aperture and atmospheric stability verified
Varanasi (Vegetable Belt),2026-09-06T10:00,30.6,71.0,4.29,4.8,33.7,36.0,1.0,0.86,True,True,True,Optimal stomatal aperture and atmospheric stability verified
Varanasi (Vegetable Belt),2026-09-06T11:00,31.4,69.0,4.66,4.5,33.6,51.0,1.0,0.0,False,False,True,Rain probability 51.0% > 40% (chemical wash-off risk)
Varanasi (Vegetable Belt),2026-09-06T12:00,31.8,69.0,4.69,5.2,33.43,59.0,1.0,0.0,False,False,True,Rain probability 59.0% > 40% (chemical wash-off risk)
Varanasi (Vegetable Belt),2026-09-06T13:00,32.1,68.0,4.88,2.5,33.43,64.0,1.0,0.0,False,False,True,Rain probability 64.0% > 40% (chemical wash-off risk)
Varanasi (Vegetable Belt),2026-09-06T14:00,32.0,69.0,4.7,3.6,33.4,67.0,1.0,0.0,False,False,True,Rain probability 67.0% > 40% (chemical wash-off risk)
Varanasi (Vegetable Belt),2026-09-06T15:00,29.4,80.0,2.85,8.1,33.27,68.0,1.0,0.0,False,False,True,Rain probability 68.0% > 40% (chemical wash-off risk)
Varanasi (Vegetable Belt),2026-09-06T16:00,29.0,84.0,2.24,3.5,33.5,66.0,1.0,0.0,False,False,True,Rain probability 66.0% > 40% (chemical wash-off risk)
Varanasi (Vegetable Belt),2026-09-06T17:00,29.0,85.0,2.09,3.4,33.6,63.0,1.0,0.0,False,False,True,Rain probability 63.0% > 40% (chemical wash-off risk)
Varanasi (Vegetable Belt),2026-09-06T18:00,28.4,90.0,1.36,4.2,33.53,57.0,1.0,0.0,False,False,True,"Delta-T 1.4°C < 2.0°C (excess humidity, spray runoff) | Rain probability 57.0% > 40% (chemical wash-off risk)"
Varanasi (Vegetable Belt),2026-09-06T19:00,27.9,93.0,0.92,2.0,33.47,50.0,1.0,0.0,False,False,True,"Delta-T 0.9°C < 2.0°C (excess humidity, spray runoff) | Rain probability 50.0% > 40% (chemical wash-off risk)"
Varanasi (Vegetable Belt),2026-09-06T20:00,26.8,100.0,-0.06,7.6,33.57,45.0,1.0,0.0,False,False,True,"Delta-T -0.1°C < 2.0°C (excess humidity, spray runoff) | Rain probability 45.0% > 40% (chemical wash-off risk)"
Varanasi (Vegetable Belt),2026-09-06T21:00,26.9,99.0,0.08,7.7,33.43,45.0,1.0,0.0,False,False,True,"Delta-T 0.1°C < 2.0°C (excess humidity, spray runoff) | Rain probability 45.0% > 40% (chemical wash-off risk)"
Varanasi (Vegetable Belt),2026-09-06T22:00,26.9,96.0,0.5,7.6,33.43,46.0,1.0,0.0,False,False,True,"Delta-T 0.5°C < 2.0°C (excess humidity, spray runoff) | Rain probability 46.0% > 40% (chemical wash-off risk)"
Varanasi (Vegetable Belt),2026-09-06T23:00,26.6,93.0,0.91,4.7,33.37,45.0,1.0,0.0,False,False,True,"Delta-T 0.9°C < 2.0°C (excess humidity, spray runoff) | Rain probability 45.0% > 40% (chemical wash-off risk)"
Mandya (Sugarcane Basin),2026-09-05T00:00,23.2,83.0,2.2,12.7,15.73,0.0,0.5,0.0,False,False,True,"Soil moisture 15.7% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-05T01:00,22.8,85.0,1.93,11.0,15.77,0.0,0.5,0.0,False,False,True,"Delta-T 1.9°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 15.8% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-05T02:00,22.3,87.0,1.65,10.3,15.83,0.0,0.5,0.0,False,False,True,"Delta-T 1.6°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 15.8% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-05T03:00,21.8,89.0,1.39,6.9,15.93,0.0,0.5,0.0,False,False,True,"Delta-T 1.4°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 15.9% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-05T04:00,21.1,93.0,0.87,3.8,16.0,0.0,0.5,0.0,False,False,True,"Delta-T 0.9°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 16.0% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-05T05:00,20.6,95.0,0.61,3.7,16.03,0.0,0.5,0.0,False,False,True,"Delta-T 0.6°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 16.0% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-05T06:00,20.7,94.0,0.74,6.2,16.07,0.0,0.5,0.0,False,False,True,"Delta-T 0.7°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 16.1% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-05T07:00,22.5,86.0,1.79,7.7,16.1,0.0,0.5,0.0,False,False,True,"Delta-T 1.8°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 16.1% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-05T08:00,24.3,78.0,2.91,7.9,16.07,0.0,0.5,0.0,False,False,True,"Soil moisture 16.1% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-05T09:00,26.2,70.0,4.14,8.6,15.97,1.0,0.5,0.0,False,False,True,"Soil moisture 16.0% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-05T10:00,28.1,63.0,5.34,9.2,15.8,2.0,0.5,0.0,False,False,True,"Soil moisture 15.8% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-05T11:00,29.5,54.0,6.95,8.9,15.53,4.0,0.5,0.0,False,False,True,"Soil moisture 15.5% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-05T12:00,30.4,49.0,7.94,8.9,15.23,6.0,0.5,0.0,False,False,True,"Soil moisture 15.2% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-05T13:00,31.1,46.0,8.59,9.4,14.97,9.0,0.5,0.0,False,False,True,"Delta-T 8.6°C > 8.0°C (rapid droplet evaporation before absorption) | Soil moisture 15.0% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-05T14:00,31.6,43.0,9.25,10.5,14.73,12.0,0.5,0.0,False,False,True,"Delta-T 9.2°C > 8.0°C (rapid droplet evaporation before absorption) | Soil moisture 14.7% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-05T15:00,31.4,43.0,9.22,11.4,14.6,16.0,0.5,0.0,False,False,True,"Delta-T 9.2°C > 8.0°C (rapid droplet evaporation before absorption) | Soil moisture 14.6% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-05T16:00,30.6,45.0,8.7,12.6,14.53,20.0,0.5,0.0,False,False,True,"Delta-T 8.7°C > 8.0°C (rapid droplet evaporation before absorption) | Soil moisture 14.5% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-05T17:00,29.9,50.0,7.69,12.6,14.47,22.0,0.5,0.0,False,False,True,"Soil moisture 14.5% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-05T18:00,25.5,66.0,4.67,15.0,14.47,22.0,0.5,0.0,False,False,True,"Soil moisture 14.5% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-05T19:00,25.3,69.0,4.22,8.6,14.47,20.0,0.5,0.0,False,False,True,"Soil moisture 14.5% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-05T20:00,25.1,75.0,3.37,14.9,14.5,18.0,0.5,0.0,False,False,True,"Soil moisture 14.5% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-05T21:00,24.5,78.0,2.92,13.0,14.5,15.0,0.5,0.0,False,False,True,"Soil moisture 14.5% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-05T22:00,24.0,81.0,2.5,12.4,14.53,11.0,0.5,0.0,False,False,True,"Soil moisture 14.5% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-05T23:00,23.6,83.0,2.21,11.0,14.57,8.0,0.5,0.0,False,False,True,"Soil moisture 14.6% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-06T00:00,23.0,86.0,1.8,7.9,14.63,6.0,0.5,0.0,False,False,True,"Delta-T 1.8°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 14.6% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-06T01:00,22.5,89.0,1.4,5.1,14.7,5.0,0.5,0.0,False,False,True,"Delta-T 1.4°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 14.7% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-06T02:00,22.3,91.0,1.14,5.6,14.73,4.0,0.5,0.0,False,False,True,"Delta-T 1.1°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 14.7% < 30% (xylem tension collapsed, stomata shut)"
Mandya (Sugarcane Basin),2026-09-06T03:00,21.9,93.0,0.87,6.3,14.8,3.0,0.5,0.0,False,False,True,"Delta-T 0.9°C < 2.0°C (excess humidity, spray runoff) | Soil moisture 14.8% < 30% (xylem tension collapsed, stomata shut)"
