soil_moisture_pct,delta_t_celsius,wind_speed_kmh,rain_prob_next_48h,crop_stage_sensitivity,target_readiness
38.55,1.35,3.17,53.1,1.0,0
44.62,2.18,1.0,41.19,0.2,1
40.12,3.43,4.83,17.41,0.85,1
38.43,3.57,5.12,21.95,0.85,1
33.17,1.27,2.6,32.14,0.85,0
48.29,4.98,12.0,27.57,1.0,1
48.07,4.59,12.19,14.11,0.2,1
46.2,5.28,9.39,5.37,0.85,1
56.25,4.13,11.23,54.07,0.85,0
50.69,10.02,17.13,40.07,0.85,0
49.97,6.33,5.26,20.35,0.85,1
59.26,10.68,8.31,57.72,0.5,0
25.57,2.6,7.71,20.76,0.85,0
52.3,4.06,14.9,28.55,0.85,1
39.55,3.6,6.3,6.99,0.85,1
36.33,1.89,7.22,49.06,1.0,0
15.52,4.47,4.66,47.34,1.0,0
38.38,1.21,1.63,14.24,0.5,0
61.98,6.6,17.12,24.65,1.0,0
63.98,8.82,14.5,3.53,1.0,0
62.47,4.33,14.27,18.3,0.2,1
32.72,5.25,5.68,13.16,0.2,1
43.27,8.86,3.78,48.03,0.85,0
26.63,2.89,10.49,16.76,0.85,0
61.45,1.88,8.58,54.67,0.2,0
53.32,1.19,5.44,11.41,0.2,0
48.82,3.07,13.76,74.13,0.5,0
53.8,3.37,3.96,67.01,0.5,0
26.55,6.85,14.9,74.73,0.5,0
46.99,2.24,19.39,3.8,0.85,0
36.18,1.83,13.04,24.19,0.85,0
33.61,7.47,11.69,8.13,0.3,1
49.66,3.49,6.9,47.97,0.5,0
50.26,5.27,4.31,27.91,0.2,1
50.85,7.07,5.1,1.61,0.2,1
57.15,12.5,6.87,17.28,0.85,0
47.29,5.94,8.36,30.49,0.3,1
56.81,3.29,17.87,62.8,0.5,0
40.58,7.4,8.04,25.13,0.2,1
40.57,2.79,17.89,17.44,0.85,0
48.42,8.81,5.38,7.11,0.2,0
28.74,3.16,14.67,66.02,0.85,0
32.1,2.5,11.08,13.38,0.85,1
14.19,4.94,4.73,4.46,0.85,0
42.76,5.84,3.63,34.57,1.0,1
48.49,2.57,1.0,4.4,0.3,1
30.93,3.44,6.74,0.13,0.85,1
47.08,6.19,5.5,80.5,1.0,0
56.52,5.35,19.88,73.68,0.2,0
50.43,6.01,13.05,55.45,0.2,0
60.65,8.89,2.87,49.09,0.3,0
64.94,5.66,12.61,24.58,0.2,1
29.74,10.16,5.69,20.94,0.85,0
55.89,7.62,14.21,23.35,0.85,1
36.53,3.49,8.34,32.25,1.0,1
23.49,9.11,5.03,33.17,0.85,0
15.7,5.53,15.39,46.21,0.5,0
37.65,8.38,21.11,75.99,0.2,0
51.81,6.07,8.81,4.41,0.85,1
33.3,11.46,7.7,3.82,0.85,0
47.54,2.5,11.28,48.2,0.5,0
51.33,4.29,5.42,22.84,0.85,1
40.24,6.66,19.32,30.65,0.2,0
37.21,5.22,11.17,13.56,0.5,1
48.6,2.81,12.91,8.36,1.0,1
60.33,10.87,14.0,20.88,0.2,0
32.04,4.63,14.34,1.63,1.0,1
31.84,7.96,13.13,52.29,0.5,0
58.5,6.39,5.96,25.11,0.3,1
37.86,7.25,11.51,13.79,0.5,1
61.12,2.4,10.61,33.36,0.2,0
36.32,4.74,18.27,21.15,0.85,0
62.72,7.35,13.07,5.6,0.2,1
44.27,7.93,9.85,23.6,0.85,1
63.65,7.57,18.55,29.84,0.85,0
23.46,3.18,16.08,12.7,1.0,0
46.05,1.71,6.11,44.81,0.2,0
27.15,2.22,18.63,9.11,0.85,0
27.07,4.87,8.46,63.73,0.85,0
61.85,5.13,5.85,80.18,0.5,0
60.44,4.86,4.31,32.64,0.2,1
48.02,2.45,11.91,9.8,0.2,1
40.99,3.55,11.2,12.35,1.0,1
47.74,10.81,10.46,45.4,0.85,0
29.56,5.88,14.99,7.21,0.85,0
42.69,4.69,23.92,33.86,0.2,0
69.91,10.68,3.72,14.59,0.2,0
27.5,11.96,15.02,16.86,1.0,0
40.44,3.76,12.56,24.68,1.0,1
32.84,5.9,8.42,42.99,0.3,0
34.05,1.93,6.83,2.93,0.5,1
53.15,1.62,10.85,20.42,0.85,0
38.12,4.27,12.63,0.72,0.5,1
30.61,2.36,8.92,11.89,0.85,0
38.66,3.56,5.56,4.9,0.85,1
29.04,5.6,12.59,32.87,0.3,1
37.84,9.56,3.65,4.58,1.0,0
69.92,5.99,4.68,16.51,0.85,1
45.27,3.79,10.47,68.85,0.2,0
53.69,12.32,8.28,34.06,0.2,0
35.91,5.06,10.61,7.61,0.2,1
20.51,7.98,14.55,18.88,1.0,0
40.55,8.35,14.21,16.5,0.2,0
49.62,4.67,10.19,20.74,0.3,1
53.89,0.9,16.18,31.66,0.5,0
32.33,1.65,6.58,16.59,1.0,0
53.87,3.31,9.35,43.01,0.85,0
58.45,3.4,11.22,11.34,1.0,1
47.86,4.76,8.2,34.46,0.85,1
39.99,4.2,18.4,1.23,0.3,0
37.49,4.33,23.8,22.08,0.5,0
49.04,4.92,1.0,17.13,0.2,1
46.2,5.43,14.65,23.0,0.85,1
47.36,1.68,29.35,24.15,0.2,0
51.34,5.38,16.25,11.15,0.5,0
44.0,6.94,16.87,33.06,0.3,0
32.52,12.41,16.6,32.14,0.85,0
37.32,5.27,2.76,36.38,0.85,1
36.25,7.72,4.35,26.29,1.0,1
55.51,6.61,6.79,32.34,1.0,1
28.0,3.08,4.91,9.26,0.5,1
58.43,5.46,9.5,0.2,0.85,1
50.69,10.2,5.66,42.27,0.2,0
49.86,9.92,4.2,1.45,0.5,0
33.25,9.92,4.6,11.5,0.5,0
40.84,12.5,13.05,37.14,0.2,0
59.31,6.89,4.5,32.11,1.0,1
55.24,3.83,8.94,34.54,0.3,1
59.3,6.97,17.27,13.59,0.85,0
32.94,2.83,9.59,11.76,1.0,1
27.31,6.35,4.72,39.41,0.5,0
69.41,2.73,7.92,37.38,0.5,1
51.95,3.29,12.24,36.98,0.85,1
39.44,1.56,9.34,8.53,1.0,0
47.44,6.11,13.54,44.55,0.5,0
52.23,9.65,3.07,7.99,0.5,0
56.16,5.29,6.75,31.56,0.2,1
59.31,4.92,4.15,71.73,0.5,0
37.0,3.44,19.35,43.54,0.2,0
26.8,8.13,5.07,17.29,1.0,0
58.73,8.85,14.29,35.3,0.3,0
50.17,2.0,4.66,9.52,0.2,1
49.71,5.55,17.4,2.14,1.0,0
31.1,7.98,2.99,8.33,0.5,1
41.57,3.81,6.19,31.59,1.0,1
55.04,1.8,3.71,22.1,0.3,1
34.41,2.65,6.54,22.78,0.2,1
55.57,10.47,9.27,7.59,0.5,0
52.43,8.68,22.14,37.4,0.5,0
38.6,9.27,6.44,18.45,0.2,0
39.67,2.22,5.51,35.59,0.85,1
55.19,7.93,11.16,32.57,0.3,1
25.52,10.83,6.57,1.76,0.2,0
44.42,3.31,6.47,3.3,0.85,1
45.85,4.42,21.08,31.26,0.85,0
47.83,5.68,5.03,5.19,0.85,1
51.31,6.19,3.57,14.68,1.0,1
60.51,3.93,17.74,9.99,0.5,0
68.82,8.42,11.02,22.69,0.2,0
48.51,6.74,11.2,30.92,0.85,1
16.72,2.93,12.15,65.71,0.2,0
42.53,8.13,7.64,6.62,0.5,1
49.02,4.6,9.27,10.05,0.5,1
48.92,6.9,13.42,22.54,1.0,1
30.36,3.08,9.82,38.52,0.85,0
55.93,3.19,10.36,12.0,0.5,1
24.12,1.71,20.1,60.81,0.2,0
33.98,9.0,7.69,24.65,0.3,0
33.88,7.72,6.32,4.08,0.2,0
63.39,5.69,3.27,39.39,0.85,1
28.68,2.17,3.07,23.12,0.2,1
45.95,9.8,8.12,27.36,0.85,0
55.9,6.83,6.38,31.1,0.2,1
34.1,3.93,9.24,38.66,0.2,1
36.7,5.99,2.25,53.64,1.0,0
63.27,4.53,11.87,9.35,0.5,1
56.79,6.83,1.0,19.35,0.2,1
42.19,2.77,1.0,40.65,0.5,1
41.8,1.25,3.14,22.72,0.85,0
54.98,6.49,1.45,14.48,0.2,1
60.78,7.05,6.06,35.32,1.0,0
62.07,1.7,15.92,71.01,1.0,0
55.22,0.91,4.01,5.92,0.5,0
42.36,5.73,15.05,8.94,0.85,1
51.62,6.62,9.78,1.56,0.5,1
54.35,4.43,3.69,27.76,0.2,1
64.8,2.88,17.37,45.28,1.0,0
45.98,12.45,9.2,15.19,1.0,0
42.33,6.3,10.0,0.95,0.85,1
58.58,8.94,9.64,27.63,0.2,0
34.53,2.48,15.74,36.26,0.2,0
38.15,9.65,14.46,18.15,0.2,0
31.59,6.17,3.23,34.58,0.85,1
30.88,11.8,10.82,66.01,0.5,0
45.52,6.9,22.19,3.94,0.2,0
34.45,5.24,11.72,28.69,0.5,1
48.96,4.75,15.95,8.0,0.2,1
40.95,3.38,4.98,1.31,0.5,1
25.57,4.77,11.65,28.53,1.0,0
42.19,6.96,11.71,23.29,0.3,1
36.1,7.61,3.01,1.28,0.2,0
36.02,3.07,7.36,15.22,0.3,1
43.51,2.01,7.53,30.92,0.3,0
37.52,5.89,13.14,43.38,0.85,0
31.85,1.64,9.84,8.34,0.85,0
42.67,4.83,4.3,41.33,0.5,0
43.82,2.19,6.79,37.6,0.2,1
50.01,7.45,1.82,28.55,0.2,1
62.8,3.92,6.79,29.71,0.2,1
50.44,4.21,1.67,25.06,0.2,1
25.26,1.93,24.31,46.65,0.85,0
40.43,8.48,14.25,38.89,1.0,0
52.54,5.55,20.93,4.78,0.2,0
26.83,5.66,8.23,18.6,0.85,0
45.11,2.26,7.1,3.02,0.85,1
58.32,1.53,23.33,2.51,0.85,0
38.08,3.06,15.91,22.79,0.2,1
56.68,3.86,12.09,9.12,0.2,1
54.17,3.01,7.05,17.89,0.2,1
65.6,11.82,5.41,36.9,1.0,0
40.26,8.6,8.86,17.55,0.2,0
47.58,4.9,5.29,4.61,0.2,1
56.05,3.2,4.43,14.02,0.2,1
52.84,2.52,6.48,2.86,0.5,0
53.81,4.78,3.37,1.32,0.5,1
45.07,5.76,8.94,27.23,0.2,1
58.57,3.75,14.48,45.4,0.85,0
40.38,6.21,20.07,16.67,0.85,0
56.26,3.58,7.85,49.55,0.5,0
55.27,2.5,21.26,11.99,0.85,0
42.43,6.22,12.34,0.94,0.5,1
57.85,1.5,2.32,6.35,0.85,0
46.18,2.0,7.86,22.67,0.5,1
49.44,2.77,21.04,27.13,0.5,0
33.06,3.42,5.46,2.39,0.85,1
51.27,6.97,2.95,25.16,1.0,1
41.19,1.93,6.05,37.23,0.5,1
57.64,4.22,10.53,52.54,0.85,0
37.63,5.8,14.93,9.66,0.5,1
48.71,5.54,8.78,74.98,0.5,0
30.46,6.98,10.93,3.68,1.0,1
55.31,4.29,17.05,7.69,1.0,0
40.4,3.35,10.88,17.3,0.3,0
43.27,9.29,9.42,4.64,0.85,0
49.56,3.28,2.3,1.33,0.2,1
31.71,3.02,11.6,23.24,1.0,1
56.97,2.89,9.65,49.14,0.3,0
50.63,2.82,15.13,36.88,0.5,1
66.34,10.43,9.34,4.17,0.85,0
31.3,11.34,5.96,65.65,0.5,0
27.32,7.43,4.45,5.14,0.5,0
56.72,6.35,11.95,25.76,0.85,1
37.32,3.02,8.3,1.1,1.0,1
39.92,3.71,11.39,1.66,0.85,1
39.32,1.76,15.09,22.31,0.2,0
25.42,4.24,6.53,7.72,1.0,0
41.05,2.14,10.95,4.92,0.3,1
46.7,5.32,18.92,6.87,1.0,0
48.68,3.16,4.94,55.47,1.0,0
28.06,5.57,15.93,32.79,0.2,1
48.47,2.85,4.5,10.8,0.85,1
48.21,1.57,7.03,12.01,0.2,0
46.7,2.58,7.98,44.52,0.85,0
51.83,5.83,10.5,30.79,1.0,1
18.88,6.04,4.43,52.59,0.5,0
39.99,5.71,8.81,27.5,1.0,0
35.3,5.29,19.73,78.02,0.3,0
32.34,4.9,6.72,15.07,1.0,1
31.97,6.75,5.1,23.36,0.5,1
44.97,0.93,2.04,45.67,0.85,0
47.85,10.18,12.31,47.49,0.5,0
44.63,4.17,9.03,32.47,0.2,1
61.42,6.78,9.38,21.9,0.85,1
49.91,4.68,22.91,24.15,0.85,0
67.64,3.12,5.46,54.36,0.2,0
59.0,3.99,15.34,14.01,0.85,1
44.57,2.49,4.37,27.45,0.3,1
42.7,2.75,8.37,36.85,0.3,0
41.44,6.19,11.38,25.4,1.0,0
31.16,5.34,15.7,75.08,0.85,0
55.36,1.45,12.64,8.44,0.85,0
45.67,2.82,10.89,47.43,0.2,0
31.73,4.16,1.16,23.76,0.2,1
39.26,4.69,9.86,48.66,0.5,0
45.5,12.24,7.14,5.36,0.3,0
42.12,5.26,21.82,19.85,0.85,0
34.23,1.31,6.57,47.41,0.5,0
45.56,4.83,3.22,18.04,0.85,1
52.81,2.17,3.92,26.82,0.2,0
28.27,4.27,12.02,0.86,1.0,1
52.17,12.5,7.74,27.0,0.2,0
52.02,3.58,7.53,19.3,0.2,1
24.51,7.61,7.3,17.91,0.2,0
43.6,4.8,21.02,2.38,1.0,0
33.15,9.93,3.92,53.41,1.0,0
46.87,6.41,15.5,15.02,0.2,1
46.63,8.13,15.87,21.44,1.0,1
53.03,5.79,11.45,24.72,0.2,1
57.97,3.56,5.71,36.25,1.0,1
46.61,9.33,10.81,9.55,0.5,0
43.09,5.45,2.55,16.47,1.0,1
31.42,3.69,19.1,20.51,0.2,0
41.6,3.12,11.6,23.15,1.0,1
33.09,5.55,3.9,41.46,0.85,1
61.79,8.49,13.83,7.38,0.2,0
36.74,6.06,6.38,5.67,0.85,1
42.23,3.85,1.87,36.63,0.3,1
40.53,5.94,5.24,28.39,0.5,1
44.19,7.21,11.3,10.28,0.2,1
31.54,1.71,11.33,51.8,0.2,0
51.2,2.18,20.64,24.32,0.5,0
25.84,6.86,7.26,55.24,0.3,0
16.55,2.13,13.86,19.91,0.85,0
48.65,4.27,8.74,4.57,1.0,1
33.07,5.07,13.14,2.7,0.3,0
30.07,2.61,9.01,34.88,1.0,1
42.3,4.36,8.51,40.61,0.2,0
50.96,5.11,7.35,0.92,0.2,1
46.88,8.69,1.73,13.2,0.5,0
40.3,8.22,15.51,35.32,1.0,0
34.79,5.54,10.99,23.63,0.85,1
51.1,3.36,8.69,23.11,1.0,1
36.48,8.31,9.69,1.28,0.2,0
62.18,8.46,4.75,47.29,0.3,0
52.34,3.08,20.37,45.93,0.85,0
59.98,5.28,5.78,12.4,0.85,1
48.59,3.69,1.0,49.68,0.3,0
30.8,5.64,10.45,27.81,0.2,0
45.07,2.95,14.93,16.86,0.85,1
35.29,7.17,10.97,21.58,1.0,0
36.55,5.66,5.95,23.37,0.5,1
55.51,2.95,7.8,26.43,0.2,1
42.85,6.84,12.33,43.69,0.85,0
39.68,3.34,11.89,49.21,0.85,0
16.31,1.48,8.38,38.12,0.2,0
47.36,2.58,1.0,77.08,1.0,0
29.23,7.58,9.85,23.24,0.3,1
47.96,10.54,8.12,73.91,0.3,0
37.89,10.67,6.38,29.27,1.0,0
46.24,3.46,12.55,8.12,0.2,1
49.43,4.26,7.54,50.59,1.0,0
43.82,3.73,9.66,15.3,0.2,1
50.28,4.71,4.4,68.72,0.85,0
44.58,2.08,3.85,26.84,0.5,1
42.59,3.52,8.53,6.45,1.0,1
40.95,5.29,3.94,11.76,0.85,1
43.43,7.6,18.65,26.15,0.2,0
31.12,5.54,9.45,16.93,0.5,1
36.84,4.16,9.74,5.84,0.2,1
25.24,2.62,12.08,32.66,0.2,0
48.52,7.84,9.13,30.42,0.5,1
59.54,1.9,10.98,5.32,1.0,1
62.56,2.16,5.49,43.34,0.2,0
32.35,6.47,5.07,36.83,0.2,1
53.64,6.94,2.45,15.66,0.2,1
40.35,0.89,8.35,1.91,0.85,0
62.17,4.18,8.01,1.75,0.3,1
51.48,1.31,17.65,1.9,0.5,0
50.61,4.32,3.75,2.07,0.3,1
63.48,3.83,10.83,16.21,1.0,1
23.68,9.38,5.46,53.29,0.5,0
40.3,5.98,14.47,44.97,0.85,0
34.66,6.08,4.06,11.14,0.2,1
52.56,8.59,2.63,29.75,0.3,0
57.14,8.76,6.88,8.92,0.5,0
47.1,5.12,14.02,17.5,0.85,1
34.3,3.29,4.86,9.47,0.5,0
52.59,7.39,6.0,2.62,0.2,1
18.63,7.2,11.28,19.49,0.5,0
43.35,6.44,6.94,2.02,0.5,0
32.7,5.11,11.2,5.0,0.85,1
27.37,4.3,12.8,9.6,0.5,0
35.11,8.77,5.41,26.42,0.85,0
41.52,3.82,8.22,8.51,1.0,1
30.95,3.2,5.63,3.59,0.85,1
62.1,4.15,12.67,37.67,0.5,1
49.55,2.91,9.12,4.56,0.2,1
37.12,7.21,2.56,27.57,0.85,0
49.55,5.11,13.18,39.58,1.0,1
40.84,1.37,14.09,18.76,1.0,0
27.0,5.99,5.95,27.25,0.2,0
68.77,4.23,10.92,1.99,0.5,1
49.38,4.79,20.08,10.73,0.5,0
56.73,5.45,6.87,25.7,0.5,1
34.47,3.57,16.34,41.46,0.85,0
41.56,3.18,20.92,48.24,0.2,0
53.7,6.45,8.81,16.72,0.3,1
60.52,2.33,5.32,10.1,0.2,0
39.97,2.72,4.06,7.45,0.85,1
43.46,3.07,9.0,27.71,0.2,1
28.4,7.78,17.54,16.92,0.2,0
44.31,8.95,11.4,43.88,0.85,0
51.99,3.05,13.66,13.43,0.85,1
62.55,2.75,8.15,25.06,0.85,1
44.93,5.08,6.43,19.97,0.2,1
43.04,4.22,22.77,16.94,0.85,0
48.13,7.28,4.9,14.26,0.85,1
30.73,6.18,19.27,4.2,1.0,0
34.77,10.99,16.93,16.23,0.5,0
50.98,2.82,3.49,5.77,0.85,1
49.21,7.23,6.1,26.39,1.0,1
25.53,3.83,15.3,12.53,0.5,0
43.07,2.65,6.3,14.33,1.0,1
69.19,3.79,9.82,15.59,0.3,1
21.89,4.02,9.99,7.7,0.5,0
49.4,8.53,12.73,12.2,1.0,0
40.69,1.82,19.73,4.05,0.85,0
32.92,3.1,1.18,8.14,1.0,1
23.72,4.95,19.13,58.89,0.3,0
47.45,2.55,15.21,11.95,0.5,0
21.98,10.43,3.49,34.42,1.0,0
33.45,11.28,11.77,16.06,0.85,0
59.99,4.74,11.68,25.29,0.85,1
60.69,6.46,5.9,4.07,0.2,1
50.12,9.55,13.67,25.39,0.2,0
59.12,4.38,16.42,26.1,0.3,0
42.07,6.26,5.47,48.19,0.5,0
65.12,2.36,15.15,34.48,1.0,1
26.78,1.41,13.41,10.3,0.5,0
31.82,7.67,2.7,13.86,1.0,1
30.51,4.53,11.92,68.74,0.5,0
28.64,11.11,4.15,1.82,0.85,0
53.24,3.39,4.79,1.2,0.3,1
56.14,2.24,3.39,21.99,0.2,1
40.38,7.28,12.74,13.48,0.5,1
58.48,10.64,19.45,60.86,0.3,0
50.98,2.38,6.06,28.21,1.0,1
59.69,2.8,9.04,21.69,0.85,1
38.28,9.36,8.92,8.66,0.5,0
35.74,12.5,1.0,15.23,0.2,0
58.67,6.29,6.35,31.61,0.85,1
35.29,3.22,5.02,30.34,0.3,1
34.92,8.93,1.0,8.17,0.5,0
60.96,4.06,3.81,15.68,1.0,1
20.13,3.28,9.9,30.95,0.5,0
40.62,3.56,12.08,27.15,1.0,1
47.29,6.79,31.78,8.8,0.2,0
43.44,4.88,12.34,24.34,0.2,1
62.82,6.1,2.97,7.3,0.5,1
39.85,7.39,8.18,11.91,0.3,1
41.31,4.18,11.57,64.0,0.5,0
65.62,7.89,8.89,7.94,0.3,1
48.63,4.78,6.37,3.44,1.0,1
44.9,3.59,2.23,11.71,0.2,0
54.24,1.94,7.65,11.21,1.0,1
55.21,4.08,6.74,14.17,0.2,1
65.35,9.87,16.01,33.13,1.0,0
52.03,7.19,4.35,20.26,0.85,1
56.82,6.08,21.68,2.13,0.85,0
30.26,2.5,15.29,28.61,1.0,1
36.74,3.52,5.63,40.96,1.0,1
38.4,6.67,1.72,49.5,0.85,0
30.55,7.55,8.54,15.36,1.0,0
59.23,7.28,11.23,42.02,0.2,0
61.08,5.46,6.29,20.49,0.2,1
47.03,3.01,1.01,36.27,1.0,1
59.48,7.56,20.57,5.37,1.0,0
52.2,3.5,6.76,8.37,0.2,1
51.36,7.62,19.07,4.3,0.85,0
63.13,4.09,6.49,12.44,0.85,1
28.1,10.81,11.13,22.17,0.85,0
52.92,3.85,10.31,28.86,0.3,1
54.46,3.81,14.65,23.76,0.5,1
27.91,4.56,17.93,5.01,0.5,0
25.89,3.04,8.41,44.74,0.5,0
38.35,2.73,7.93,13.38,1.0,1
58.07,2.98,14.39,57.96,0.5,0
32.75,9.18,3.74,6.23,0.3,0
42.12,2.83,5.64,42.95,0.2,0
45.44,3.83,3.49,33.89,0.2,1
44.72,12.5,6.2,0.28,0.2,0
58.25,7.74,9.61,6.14,1.0,1
50.02,7.67,11.97,61.73,0.5,0
46.56,12.46,5.84,9.23,0.3,0
27.43,4.49,12.21,13.14,0.85,0
48.61,1.47,7.81,40.54,1.0,0
39.64,7.3,13.07,0.89,0.5,1
62.63,4.22,9.51,10.46,0.3,1
55.53,12.5,16.27,10.73,0.5,0
40.3,1.35,15.66,11.05,0.5,0
43.5,2.73,7.93,15.25,0.5,1
53.65,3.43,14.49,27.63,0.3,0
31.01,4.54,10.13,19.64,0.2,1
34.89,2.12,5.37,19.46,0.5,1
34.94,5.77,3.45,7.63,0.85,1
50.72,3.32,2.05,54.69,1.0,0
39.23,8.01,5.49,29.63,0.2,1
64.7,9.51,2.83,32.05,0.2,0
25.1,3.96,4.61,49.29,1.0,0
37.46,6.28,7.88,40.91,0.2,1
38.68,4.76,4.14,4.3,0.5,1
40.79,4.57,12.76,6.99,0.3,1
44.18,2.02,1.01,33.35,0.2,1
59.07,4.43,18.75,39.5,0.85,0
43.97,7.59,7.37,11.06,0.3,1
55.54,5.85,3.27,28.5,0.2,1
42.19,2.77,1.0,13.22,0.2,1
60.36,2.03,18.3,33.17,0.5,0
30.58,4.34,8.4,31.6,0.85,1
37.67,3.08,16.38,42.24,0.2,0
35.66,3.29,9.61,32.61,0.85,1
26.45,3.11,3.49,0.94,0.85,0
42.46,4.8,11.33,29.73,0.5,1
54.52,6.52,12.91,11.03,0.5,0
44.15,3.01,9.35,30.9,1.0,1
31.32,2.94,5.92,39.06,0.85,1
33.75,2.24,15.24,38.86,0.2,0
62.54,5.23,3.06,2.45,0.3,1
47.7,7.49,9.51,31.13,0.85,1
55.51,4.47,15.27,12.03,0.3,1
52.56,6.53,7.54,23.93,0.2,1
25.65,8.59,7.57,12.75,0.2,0
56.28,5.42,6.04,31.24,0.2,1
32.69,2.81,7.07,0.52,0.85,1
62.93,2.63,6.75,68.92,1.0,0
43.14,2.91,7.08,41.68,0.2,0
50.16,11.5,2.7,16.09,0.85,0
57.68,12.5,6.47,51.04,0.85,0
46.63,3.87,19.69,43.2,0.2,0
36.96,8.36,7.29,9.06,0.85,0
45.17,9.16,19.17,22.21,0.5,0
38.13,2.05,1.76,10.73,1.0,1
56.29,11.16,11.06,20.73,0.85,0
32.73,4.13,7.48,26.4,0.3,1
48.69,4.02,6.84,58.12,1.0,0
64.07,2.3,10.05,61.62,0.85,0
55.78,11.54,3.38,2.26,0.2,0
53.31,4.95,12.78,11.59,0.85,1
54.28,10.94,14.93,0.83,1.0,0
34.02,8.86,1.83,28.62,0.5,0
40.88,3.91,4.08,10.73,0.85,1
53.1,5.04,3.45,24.19,1.0,1
39.58,3.25,19.48,6.08,1.0,0
54.41,3.48,12.04,8.48,1.0,1
37.79,6.03,6.03,18.53,0.3,1
50.9,7.08,3.1,6.71,0.85,1
38.42,1.44,11.6,29.94,1.0,0
41.7,1.47,2.93,26.72,0.5,0
44.61,3.54,18.5,36.96,0.5,0
46.82,5.56,5.72,62.02,0.2,0
49.65,9.24,5.73,14.37,1.0,0
46.66,4.91,8.39,45.9,1.0,0
42.6,4.12,19.82,25.48,1.0,0
60.72,6.47,7.44,4.86,1.0,1
22.86,2.78,6.81,1.25,0.85,0
36.76,4.97,10.24,43.69,0.85,0
26.45,4.41,23.03,54.82,1.0,0
40.08,5.19,5.43,34.9,0.85,1
30.98,8.63,16.27,2.22,0.3,0
44.3,1.62,8.91,14.67,0.5,0
57.53,4.55,14.04,23.34,0.2,1
46.32,7.06,7.14,37.47,0.2,0
34.99,6.24,8.27,14.92,0.2,1
38.86,1.72,7.42,18.32,0.85,0
38.69,1.46,9.16,8.06,0.85,0
26.02,6.79,4.18,21.6,0.2,0
45.96,1.67,15.06,20.78,0.5,0
38.71,5.02,7.43,9.28,0.85,1
63.11,8.33,6.62,11.41,0.3,0
32.94,1.96,15.35,48.89,0.5,0
25.23,10.97,5.02,25.47,0.2,0
60.5,6.67,12.73,12.74,0.5,1
58.05,12.5,6.76,24.95,1.0,0
20.75,3.61,10.03,4.27,0.85,0
42.0,9.46,9.21,12.57,0.2,0
35.92,3.84,10.16,3.5,1.0,1
39.13,4.86,10.21,14.69,0.2,1
54.62,3.21,11.97,15.19,0.3,1
59.86,4.73,8.52,46.13,0.85,0
46.6,7.74,8.86,3.07,0.2,1
60.05,11.17,13.37,54.45,1.0,0
42.79,2.84,4.91,4.78,0.5,1
64.2,5.27,13.83,27.85,0.5,0
43.87,3.45,1.0,21.59,0.2,1
43.51,5.42,10.12,24.82,0.5,1
30.64,8.35,8.07,11.91,0.85,0
26.53,3.62,11.01,34.99,0.2,0
38.72,6.09,8.81,18.01,0.85,1
27.53,2.74,14.08,47.18,0.3,0
62.39,8.71,4.75,10.75,0.2,0
25.77,7.2,5.79,15.94,0.3,0
27.45,3.02,10.13,10.51,0.85,0
49.03,2.98,5.3,25.75,0.5,1
24.5,9.75,19.87,13.44,0.85,0
41.95,12.5,16.01,36.08,0.3,0
65.36,3.1,13.41,49.08,0.85,0
26.25,7.77,13.23,46.01,0.5,0
59.89,3.93,11.24,10.81,1.0,1
35.96,9.76,12.87,12.42,1.0,0
63.33,4.04,1.69,15.36,0.85,1
32.08,6.89,10.18,57.36,1.0,0
34.99,5.18,5.68,33.81,0.5,1
51.69,1.16,3.11,6.65,0.3,0
49.33,2.86,22.3,9.07,0.85,0
41.71,6.82,19.94,11.77,0.2,0
45.31,6.39,17.74,16.21,0.3,0
59.94,5.56,11.25,0.99,0.5,1
46.7,11.38,1.0,33.12,0.2,0
58.71,7.49,6.17,27.94,1.0,1
38.06,7.0,1.18,25.08,0.5,0
33.86,1.15,6.61,5.14,0.5,0
38.97,7.69,6.16,33.18,0.3,1
64.21,1.79,10.04,28.0,0.85,0
54.98,4.74,3.89,43.48,0.85,0
65.94,1.8,6.53,3.11,0.85,1
47.16,6.17,17.41,44.45,0.85,0
35.24,8.53,5.24,59.79,0.3,0
35.57,4.52,8.88,10.37,0.3,1
59.12,4.61,3.49,32.98,0.85,1
39.11,2.7,13.24,7.94,0.3,1
51.2,8.45,2.78,1.83,0.3,0
34.65,1.92,4.29,31.74,0.2,1
44.26,5.18,24.66,32.87,0.85,0
44.91,4.49,6.16,5.62,0.85,1
61.96,5.84,1.0,37.15,1.0,1
55.56,7.29,5.33,0.99,0.85,1
25.06,4.34,8.0,36.97,0.85,0
19.93,7.72,8.55,40.57,0.2,0
47.84,4.65,7.67,24.47,0.85,1
36.46,5.73,3.77,8.54,0.85,1
39.77,2.42,4.58,1.47,0.5,1
62.45,3.73,11.6,15.48,0.5,1
51.87,1.67,22.45,4.64,1.0,0
46.78,4.92,13.17,4.87,0.2,1
39.98,7.07,13.63,40.05,0.2,0
47.6,4.22,8.09,26.62,0.5,1
43.81,4.5,7.0,10.11,0.85,1
62.1,5.9,14.36,28.19,0.85,1
64.66,6.25,12.07,51.94,0.85,0
30.93,1.62,8.24,46.03,0.5,0
52.97,3.34,13.36,38.7,0.2,1
40.21,1.79,2.59,13.99,0.5,0
48.12,3.79,2.46,3.35,0.2,1
