sample_id,region,state_country,season,temp_max_forecast_7d,temp_night_min_7d,rh_avg_forecast_7d,vpd_kpa,soil_moisture_vol_pct,consecutive_hot_days,crop_gdd_accumulated,rainfall_3d_sum_mm,soil_clay_pct,soil_ec_ds_m,soil_ph,stress_class,stress_label
AASRA-TRN-025777,Patna,"Bihar, India",Kharif/Wet,31.65,22.4,92.9,0.33,32.26,0,1549.4,21.25,43.7,1.13,7.76,0,Optimal
AASRA-TRN-025778,Patna,"Bihar, India",Kharif/Wet,28.19,21.98,90.07,0.38,20.64,0,603.5,21.61,42.3,5.68,7.25,6,Salinity Stress
AASRA-TRN-025779,Patna,"Bihar, India",Zaid/Summer,44.56,32.0,39.13,5.7,19.91,2,678.7,0.18,48.1,2.04,7.03,3,Compound Stress (Heat+Drought)
AASRA-TRN-025780,Patna,"Bihar, India",Rabi/Winter,21.7,9.8,52.9,1.22,17.42,0,69.0,0.71,47.4,0.97,7.04,2,Drought Stress
AASRA-TRN-025781,Patna,"Bihar, India",Kharif/Wet,29.17,19.41,73.83,1.06,26.87,0,671.6,7.73,36.8,1.52,7.18,0,Optimal
AASRA-TRN-025782,Patna,"Bihar, India",Kharif/Wet,31.09,22.03,96.68,0.2,34.3,0,380.8,29.04,43.8,1.17,6.85,0,Optimal
AASRA-TRN-025783,Patna,"Bihar, India",Rabi/Winter,13.34,-0.43,46.15,0.82,20.09,0,40.0,3.43,36.1,2.73,7.2,5,Frost / Cold Stress
AASRA-TRN-025784,Patna,"Bihar, India",Kharif/Wet,35.03,28.58,83.29,0.94,19.86,2,1591.9,6.29,44.0,0.84,7.17,0,Optimal
AASRA-TRN-025785,Patna,"Bihar, India",Rabi/Winter,25.19,13.67,77.68,0.71,26.05,0,518.6,4.49,42.6,0.62,7.57,0,Optimal
AASRA-TRN-025786,Patna,"Bihar, India",Rabi/Winter,14.25,-1.67,71.69,0.46,18.89,0,40.0,0.2,42.3,2.03,6.97,5,Frost / Cold Stress
AASRA-TRN-025787,Patna,"Bihar, India",Kharif/Wet,39.07,31.24,97.8,0.2,38.02,1,1157.2,1.02,41.2,1.3,7.32,1,Heat Stress
AASRA-TRN-025788,Patna,"Bihar, India",Kharif/Wet,32.14,25.82,88.22,0.56,37.61,0,493.4,19.42,48.5,1.23,7.39,0,Optimal
AASRA-TRN-025789,Patna,"Bihar, India",Kharif/Wet,33.28,27.54,65.44,1.77,44.23,0,1897.8,31.22,41.5,0.7,6.81,0,Optimal
AASRA-TRN-025790,Patna,"Bihar, India",Rabi/Winter,13.32,2.43,75.28,0.38,18.16,0,40.0,0.82,47.9,1.89,7.2,5,Frost / Cold Stress
AASRA-TRN-025791,Patna,"Bihar, India",Kharif/Wet,46.14,32.0,79.41,2.09,35.03,5,1540.8,71.47,38.9,0.7,7.34,1,Heat Stress
AASRA-TRN-025792,Patna,"Bihar, India",Kharif/Wet,32.83,23.38,94.28,0.28,41.74,0,1014.0,31.06,38.4,0.91,7.7,0,Optimal
AASRA-TRN-025793,Patna,"Bihar, India",Kharif/Wet,35.58,29.56,58.37,2.42,15.91,4,1286.7,2.78,41.1,1.19,6.91,2,Drought Stress
AASRA-TRN-025794,Patna,"Bihar, India",Rabi/Winter,22.99,12.51,45.68,1.53,29.6,0,534.6,1.14,46.7,2.89,7.29,0,Optimal
AASRA-TRN-025795,Patna,"Bihar, India",Rabi/Winter,18.15,4.67,53.45,0.97,40.53,0,149.6,0.77,44.2,1.37,7.39,0,Optimal
AASRA-TRN-025796,Patna,"Bihar, India",Zaid/Summer,38.36,28.72,45.0,3.72,10.02,4,1718.5,1.29,47.9,1.32,6.96,3,Compound Stress (Heat+Drought)
AASRA-TRN-025797,Patna,"Bihar, India",Zaid/Summer,41.51,30.05,24.56,5.8,24.5,2,464.1,1.69,39.9,1.25,7.17,1,Heat Stress
AASRA-TRN-025798,Patna,"Bihar, India",Kharif/Wet,28.47,22.76,71.89,1.09,28.09,0,1217.9,20.0,38.4,3.1,6.98,0,Optimal
AASRA-TRN-025799,Patna,"Bihar, India",Rabi/Winter,23.82,14.78,91.94,0.24,18.36,0,139.6,0.33,42.8,0.85,7.81,2,Drought Stress
AASRA-TRN-025800,Patna,"Bihar, India",Kharif/Wet,31.58,23.18,77.63,1.04,12.44,0,1807.6,3.19,39.7,1.97,7.92,2,Drought Stress
AASRA-TRN-025801,Patna,"Bihar, India",Kharif/Wet,36.96,31.76,82.97,1.07,25.71,1,1997.8,10.79,43.0,0.8,7.25,0,Optimal
AASRA-TRN-025802,Patna,"Bihar, India",Kharif/Wet,28.96,18.96,58.51,1.66,32.01,0,572.4,8.18,45.3,2.49,7.42,0,Optimal
AASRA-TRN-025803,Patna,"Bihar, India",Rabi/Winter,20.7,9.28,89.63,0.25,33.72,0,538.8,2.92,37.5,2.84,7.32,0,Optimal
AASRA-TRN-025804,Patna,"Bihar, India",Kharif/Wet,30.52,20.76,65.3,1.52,34.77,0,766.4,43.82,47.1,2.09,7.84,0,Optimal
AASRA-TRN-025805,Patna,"Bihar, India",Rabi/Winter,19.11,4.31,94.85,0.2,35.35,0,82.1,0.63,37.0,1.13,7.65,0,Optimal
AASRA-TRN-025806,Patna,"Bihar, India",Zaid/Summer,38.56,28.81,43.02,3.89,17.12,1,1847.7,1.17,38.4,2.4,7.38,3,Compound Stress (Heat+Drought)
AASRA-TRN-025807,Patna,"Bihar, India",Rabi/Winter,23.61,10.54,74.34,0.75,27.31,0,792.5,2.9,42.1,1.74,8.26,0,Optimal
AASRA-TRN-025808,Patna,"Bihar, India",Kharif/Wet,32.67,26.84,92.18,0.39,16.23,0,2172.9,10.99,44.8,3.1,6.89,2,Drought Stress
AASRA-TRN-025809,Patna,"Bihar, India",Kharif/Wet,42.66,32.0,80.2,1.68,21.13,1,1721.9,7.91,40.3,1.34,7.76,1,Heat Stress
AASRA-TRN-025810,Patna,"Bihar, India",Zaid/Summer,44.11,31.63,20.94,5.8,37.64,2,2500.0,0.42,44.3,0.87,7.63,1,Heat Stress
AASRA-TRN-025811,Patna,"Bihar, India",Kharif/Wet,22.72,16.34,69.47,0.84,40.99,0,400.3,29.08,40.2,0.62,7.48,0,Optimal
AASRA-TRN-025812,Patna,"Bihar, India",Rabi/Winter,20.18,5.4,87.8,0.29,22.24,0,262.4,8.85,36.2,2.84,7.15,0,Optimal
AASRA-TRN-025813,Patna,"Bihar, India",Kharif/Wet,30.93,23.81,94.34,0.25,41.81,0,903.2,26.68,48.2,0.67,7.62,0,Optimal
AASRA-TRN-025814,Patna,"Bihar, India",Rabi/Winter,23.67,11.87,61.69,1.12,24.97,0,567.5,1.36,46.7,1.52,7.78,0,Optimal
AASRA-TRN-025815,Patna,"Bihar, India",Kharif/Wet,32.62,25.4,71.63,1.4,33.32,0,1311.6,2.86,40.3,1.59,7.28,0,Optimal
AASRA-TRN-025816,Patna,"Bihar, India",Rabi/Winter,19.73,4.69,66.42,0.77,21.4,0,198.7,1.51,44.8,0.94,6.58,0,Optimal
AASRA-TRN-025817,Patna,"Bihar, India",Kharif/Wet,36.41,30.17,80.3,1.2,14.78,2,1071.4,16.61,42.5,0.89,6.94,2,Drought Stress
AASRA-TRN-025818,Patna,"Bihar, India",Kharif/Wet,37.26,27.81,92.5,0.48,38.01,3,1532.3,30.76,40.8,2.67,7.25,1,Heat Stress
AASRA-TRN-025819,Patna,"Bihar, India",Zaid/Summer,35.22,24.53,17.3,4.71,29.34,1,616.1,0.08,40.6,1.51,6.99,0,Optimal
AASRA-TRN-025820,Patna,"Bihar, India",Kharif/Wet,27.29,20.74,92.17,0.28,55.04,0,392.4,97.58,39.7,0.85,7.52,4,Flooding / Waterlogging
AASRA-TRN-025821,Patna,"Bihar, India",Kharif/Wet,30.41,22.3,97.42,0.2,25.84,0,1390.3,23.45,41.7,1.71,7.23,0,Optimal
AASRA-TRN-025822,Patna,"Bihar, India",Kharif/Wet,30.0,22.61,90.7,0.39,27.76,0,994.4,1.71,39.1,1.3,7.65,0,Optimal
AASRA-TRN-025823,Patna,"Bihar, India",Rabi/Winter,17.91,4.75,70.26,0.61,20.5,0,77.1,1.92,39.6,1.74,7.57,0,Optimal
AASRA-TRN-025824,Patna,"Bihar, India",Rabi/Winter,7.76,-3.0,69.41,0.32,17.36,0,40.0,1.25,39.9,1.65,6.83,5,Frost / Cold Stress
AASRA-TRN-025825,Patna,"Bihar, India",Rabi/Winter,22.62,7.76,63.17,1.01,30.36,0,555.1,4.02,39.0,2.75,7.41,0,Optimal
AASRA-TRN-025826,Patna,"Bihar, India",Zaid/Summer,47.53,32.0,33.15,5.8,31.12,1,2500.0,1.46,42.9,0.64,7.3,1,Heat Stress
AASRA-TRN-025827,Patna,"Bihar, India",Kharif/Wet,39.77,32.0,61.73,2.79,17.32,1,1113.1,1.45,40.9,0.85,7.27,3,Compound Stress (Heat+Drought)
AASRA-TRN-025828,Patna,"Bihar, India",Kharif/Wet,40.81,31.92,65.78,2.64,21.92,4,1028.2,9.8,42.2,1.27,7.29,1,Heat Stress
AASRA-TRN-025829,Patna,"Bihar, India",Rabi/Winter,16.18,6.02,65.27,0.64,27.84,0,111.1,0.26,38.0,1.5,7.53,0,Optimal
AASRA-TRN-025830,Patna,"Bihar, India",Rabi/Winter,21.04,9.92,46.76,1.33,21.45,0,416.3,1.2,40.6,1.03,6.52,0,Optimal
AASRA-TRN-025831,Patna,"Bihar, India",Rabi/Winter,20.76,5.27,48.46,1.26,24.9,0,132.8,2.34,45.4,2.31,7.06,0,Optimal
AASRA-TRN-025832,Patna,"Bihar, India",Zaid/Summer,32.02,20.02,40.92,2.81,23.94,0,624.8,2.23,42.8,0.76,7.97,0,Optimal
AASRA-TRN-025833,Patna,"Bihar, India",Rabi/Winter,18.25,8.8,77.45,0.47,14.07,0,56.4,0.93,40.7,0.71,7.8,2,Drought Stress
AASRA-TRN-025834,Patna,"Bihar, India",Rabi/Winter,23.89,11.43,55.99,1.3,16.7,0,306.4,3.15,41.1,0.87,7.71,2,Drought Stress
AASRA-TRN-025835,Patna,"Bihar, India",Kharif/Wet,32.47,25.46,87.16,0.63,29.63,0,398.3,13.75,41.4,2.2,6.56,0,Optimal
AASRA-TRN-025836,Patna,"Bihar, India",Kharif/Wet,34.26,25.24,75.21,1.34,15.97,0,2291.1,3.18,37.5,0.64,7.34,2,Drought Stress
AASRA-TRN-025837,Patna,"Bihar, India",Rabi/Winter,18.16,7.25,84.9,0.31,20.69,0,129.9,1.37,44.9,0.77,6.66,0,Optimal
AASRA-TRN-025838,Patna,"Bihar, India",Rabi/Winter,16.38,4.71,67.27,0.61,17.04,0,40.0,2.49,44.9,1.39,7.55,2,Drought Stress
AASRA-TRN-025839,Patna,"Bihar, India",Kharif/Wet,33.45,25.51,69.98,1.55,42.35,0,1714.3,31.86,42.2,1.38,7.54,0,Optimal
AASRA-TRN-025840,Patna,"Bihar, India",Rabi/Winter,24.43,12.5,71.69,0.87,18.76,0,592.4,3.73,41.2,6.08,7.82,6,Salinity Stress
AASRA-TRN-025841,Patna,"Bihar, India",Kharif/Wet,33.73,27.87,94.06,0.31,9.56,0,353.6,17.86,39.9,0.72,7.74,2,Drought Stress
AASRA-TRN-025842,Patna,"Bihar, India",Kharif/Wet,31.32,21.41,82.47,0.8,20.78,0,1292.8,11.8,38.6,1.78,6.9,0,Optimal
AASRA-TRN-025843,Patna,"Bihar, India",Rabi/Winter,13.09,1.05,82.6,0.26,11.74,0,40.0,1.23,41.8,0.64,7.24,5,Frost / Cold Stress
AASRA-TRN-025844,Patna,"Bihar, India",Zaid/Summer,44.0,32.0,34.05,5.8,9.75,1,2500.0,2.66,47.3,0.63,7.24,3,Compound Stress (Heat+Drought)
AASRA-TRN-025845,Patna,"Bihar, India",Kharif/Wet,29.66,21.54,89.06,0.46,31.61,0,826.6,1.19,40.9,3.02,7.32,0,Optimal
AASRA-TRN-025846,Patna,"Bihar, India",Rabi/Winter,18.92,9.03,80.63,0.42,10.11,0,365.8,1.75,39.5,0.73,7.05,2,Drought Stress
AASRA-TRN-025847,Patna,"Bihar, India",Kharif/Wet,30.82,22.32,67.12,1.46,21.81,0,745.8,23.75,44.8,0.87,7.5,0,Optimal
AASRA-TRN-025848,Patna,"Bihar, India",Rabi/Winter,20.08,9.51,82.95,0.4,27.91,0,153.4,0.43,41.7,1.87,7.39,0,Optimal
AASRA-TRN-025849,Patna,"Bihar, India",Kharif/Wet,27.85,22.32,74.94,0.94,37.45,0,603.5,5.86,45.5,0.85,6.94,0,Optimal
AASRA-TRN-025850,Patna,"Bihar, India",Kharif/Wet,25.92,15.94,96.66,0.2,19.1,0,601.3,4.02,45.6,1.47,7.31,2,Drought Stress
AASRA-TRN-025851,Patna,"Bihar, India",Kharif/Wet,31.87,26.59,96.79,0.2,36.65,0,1750.0,40.31,46.4,0.87,7.44,0,Optimal
AASRA-TRN-025852,Patna,"Bihar, India",Rabi/Winter,19.94,10.57,78.53,0.5,31.48,0,157.7,1.99,53.8,1.04,6.94,0,Optimal
AASRA-TRN-025853,Patna,"Bihar, India",Rabi/Winter,15.1,4.89,62.02,0.65,26.65,0,40.0,0.25,46.6,2.06,7.26,0,Optimal
AASRA-TRN-025854,Patna,"Bihar, India",Rabi/Winter,21.18,8.2,71.99,0.7,12.08,0,70.4,3.08,42.8,1.23,7.2,2,Drought Stress
AASRA-TRN-025855,Patna,"Bihar, India",Kharif/Wet,37.03,30.82,91.05,0.56,22.82,6,1244.1,2.47,40.6,1.16,7.01,1,Heat Stress
AASRA-TRN-025856,Patna,"Bihar, India",Kharif/Wet,36.03,26.16,92.61,0.44,39.45,1,843.9,9.29,44.5,1.32,7.91,0,Optimal
AASRA-TRN-025857,Patna,"Bihar, India",Kharif/Wet,34.22,27.96,76.31,1.28,37.71,0,1160.1,28.72,42.6,1.76,7.23,0,Optimal
AASRA-TRN-025858,Patna,"Bihar, India",Kharif/Wet,37.06,28.92,66.88,2.08,39.67,1,2391.3,32.98,41.9,0.63,6.65,0,Optimal
AASRA-TRN-025859,Patna,"Bihar, India",Kharif/Wet,32.89,24.43,79.85,1.01,12.34,0,653.1,9.07,43.0,1.03,7.26,2,Drought Stress
AASRA-TRN-025860,Patna,"Bihar, India",Kharif/Wet,39.94,32.0,89.18,0.8,31.86,1,519.4,14.02,37.8,0.91,7.52,1,Heat Stress
AASRA-TRN-025861,Patna,"Bihar, India",Zaid/Summer,44.68,32.0,37.87,5.8,19.51,9,1161.9,3.38,36.8,0.73,8.11,3,Compound Stress (Heat+Drought)
AASRA-TRN-025862,Patna,"Bihar, India",Kharif/Wet,41.17,32.0,60.35,3.11,18.09,4,1462.2,0.95,43.8,0.89,7.76,3,Compound Stress (Heat+Drought)
AASRA-TRN-025863,Patna,"Bihar, India",Rabi/Winter,22.95,13.13,47.23,1.48,13.53,0,345.7,0.82,44.2,1.17,7.02,2,Drought Stress
AASRA-TRN-025864,Patna,"Bihar, India",Kharif/Wet,33.28,27.22,76.91,1.18,29.94,0,2025.2,14.72,40.0,1.03,7.27,0,Optimal
AASRA-TRN-025865,Patna,"Bihar, India",Rabi/Winter,17.45,8.34,67.13,0.66,41.01,0,324.1,3.76,41.1,1.46,6.71,0,Optimal
AASRA-TRN-025866,Patna,"Bihar, India",Kharif/Wet,32.94,25.1,70.56,1.48,20.42,0,989.0,4.26,43.2,1.75,7.21,0,Optimal
AASRA-TRN-025867,Patna,"Bihar, India",Rabi/Winter,23.53,8.66,93.91,0.2,29.74,0,664.4,2.57,37.4,0.82,7.91,0,Optimal
AASRA-TRN-025868,Patna,"Bihar, India",Kharif/Wet,32.69,27.61,83.78,0.8,22.44,0,1773.4,10.8,42.6,4.9,6.98,6,Salinity Stress
AASRA-TRN-025869,Patna,"Bihar, India",Kharif/Wet,30.1,23.33,69.67,1.29,37.23,0,768.7,54.62,36.8,0.87,7.38,0,Optimal
AASRA-TRN-025870,Patna,"Bihar, India",Rabi/Winter,23.46,11.54,57.93,1.21,32.15,0,547.4,6.21,44.6,0.78,7.21,0,Optimal
AASRA-TRN-025871,Patna,"Bihar, India",Kharif/Wet,32.48,26.48,82.15,0.87,36.63,0,1967.3,37.54,42.6,0.77,7.25,0,Optimal
AASRA-TRN-025872,Patna,"Bihar, India",Rabi/Winter,26.09,15.74,76.32,0.8,28.68,0,720.4,3.36,43.6,0.61,7.1,0,Optimal
AASRA-TRN-025873,Patna,"Bihar, India",Rabi/Winter,18.35,8.75,48.71,1.08,23.96,0,99.5,2.28,38.9,1.41,7.45,0,Optimal
AASRA-TRN-025874,Patna,"Bihar, India",Zaid/Summer,38.95,29.78,39.81,4.2,19.84,11,828.4,2.05,38.8,2.38,7.35,3,Compound Stress (Heat+Drought)
AASRA-TRN-025875,Patna,"Bihar, India",Kharif/Wet,30.96,23.36,81.63,0.82,18.97,0,1956.5,3.38,41.7,1.23,7.16,2,Drought Stress
AASRA-TRN-025876,Patna,"Bihar, India",Zaid/Summer,44.55,31.72,20.41,5.8,27.45,5,1772.7,0.9,41.1,1.0,7.66,1,Heat Stress
AASRA-TRN-025877,Patna,"Bihar, India",Rabi/Winter,23.09,11.58,70.28,0.84,35.37,0,190.7,1.32,38.0,1.82,7.02,0,Optimal
AASRA-TRN-025878,Patna,"Bihar, India",Zaid/Summer,42.73,30.41,30.66,5.8,16.47,7,2500.0,0.34,41.9,2.35,7.3,3,Compound Stress (Heat+Drought)
AASRA-TRN-025879,Patna,"Bihar, India",Kharif/Wet,34.61,25.92,58.95,2.26,31.7,0,486.4,4.78,41.5,2.17,7.08,0,Optimal
AASRA-TRN-025880,Patna,"Bihar, India",Rabi/Winter,22.75,12.95,48.74,1.42,34.06,0,259.1,0.48,42.0,1.89,6.78,0,Optimal
AASRA-TRN-025881,Patna,"Bihar, India",Kharif/Wet,32.32,26.9,87.07,0.63,37.92,0,1882.7,27.09,39.8,4.42,6.83,6,Salinity Stress
AASRA-TRN-025882,Patna,"Bihar, India",Zaid/Summer,41.1,31.94,38.13,4.84,23.39,2,795.6,0.04,44.3,0.81,7.73,3,Compound Stress (Heat+Drought)
AASRA-TRN-025883,Patna,"Bihar, India",Rabi/Winter,22.51,13.48,85.62,0.39,21.61,0,583.4,0.8,40.2,1.26,7.24,0,Optimal
AASRA-TRN-025884,Patna,"Bihar, India",Zaid/Summer,39.74,29.56,40.7,4.31,34.41,7,2500.0,0.31,41.9,1.52,7.16,1,Heat Stress
AASRA-TRN-025885,Patna,"Bihar, India",Rabi/Winter,20.33,6.18,63.08,0.88,30.89,0,211.6,2.4,38.4,0.64,7.22,0,Optimal
AASRA-TRN-025886,Patna,"Bihar, India",Kharif/Wet,29.08,23.9,94.99,0.2,23.04,0,313.2,5.09,44.0,1.86,6.39,0,Optimal
AASRA-TRN-025887,Patna,"Bihar, India",Kharif/Wet,29.13,20.01,73.99,1.05,32.18,0,233.1,48.3,43.1,1.31,7.26,0,Optimal
AASRA-TRN-025888,Patna,"Bihar, India",Kharif/Wet,31.55,25.32,92.22,0.36,15.41,0,1732.6,11.35,42.9,2.18,7.3,2,Drought Stress
AASRA-TRN-025889,Patna,"Bihar, India",Rabi/Winter,27.84,15.31,79.96,0.75,30.49,0,1285.0,7.57,39.1,5.48,7.05,6,Salinity Stress
AASRA-TRN-025890,Patna,"Bihar, India",Rabi/Winter,27.62,16.36,89.49,0.39,11.11,0,983.5,4.95,44.1,3.94,7.42,6,Salinity Stress
AASRA-TRN-025891,Patna,"Bihar, India",Kharif/Wet,34.34,25.4,79.17,1.13,20.66,0,1728.6,15.73,33.2,1.7,8.05,0,Optimal
AASRA-TRN-025892,Patna,"Bihar, India",Kharif/Wet,29.97,21.06,69.06,1.31,19.26,0,543.0,0.08,46.8,0.84,6.38,2,Drought Stress
AASRA-TRN-025893,Patna,"Bihar, India",Kharif/Wet,33.1,27.95,59.74,2.04,13.02,0,882.7,5.3,43.1,1.59,6.9,2,Drought Stress
AASRA-TRN-025894,Patna,"Bihar, India",Kharif/Wet,31.33,24.3,63.27,1.68,15.91,0,1888.2,21.15,42.5,4.08,7.05,6,Salinity Stress
AASRA-TRN-025895,Patna,"Bihar, India",Rabi/Winter,23.95,11.03,56.88,1.28,27.72,0,876.8,2.36,40.0,1.34,7.13,0,Optimal
AASRA-TRN-025896,Patna,"Bihar, India",Kharif/Wet,38.97,31.62,59.91,2.8,37.62,13,1441.7,56.0,39.7,0.94,7.21,1,Heat Stress
AASRA-TRN-025897,Patna,"Bihar, India",Rabi/Winter,22.03,12.97,93.85,0.2,27.86,0,285.0,5.96,38.7,1.17,7.72,0,Optimal
AASRA-TRN-025898,Patna,"Bihar, India",Kharif/Wet,33.05,28.02,69.21,1.55,42.01,0,1663.2,37.21,45.2,3.25,6.79,0,Optimal
AASRA-TRN-025899,Patna,"Bihar, India",Rabi/Winter,13.32,2.75,91.76,0.2,16.29,0,40.0,3.69,45.0,0.81,7.71,5,Frost / Cold Stress
AASRA-TRN-025900,Patna,"Bihar, India",Kharif/Wet,32.46,23.11,69.53,1.49,17.57,0,1280.6,4.58,41.6,2.75,7.17,2,Drought Stress
AASRA-TRN-025901,Patna,"Bihar, India",Kharif/Wet,30.65,25.06,65.99,1.5,12.76,0,2053.0,8.26,39.9,2.62,7.26,2,Drought Stress
AASRA-TRN-025902,Patna,"Bihar, India",Kharif/Wet,25.43,17.21,72.7,0.89,37.15,0,962.1,15.97,44.1,1.64,7.43,0,Optimal
AASRA-TRN-025903,Patna,"Bihar, India",Rabi/Winter,14.88,3.18,82.86,0.29,29.66,0,40.0,5.95,35.7,0.73,7.77,5,Frost / Cold Stress
AASRA-TRN-025904,Patna,"Bihar, India",Zaid/Summer,46.94,32.0,17.12,5.8,11.93,14,766.2,5.01,41.8,4.57,7.13,3,Compound Stress (Heat+Drought)
AASRA-TRN-025905,Patna,"Bihar, India",Zaid/Summer,36.05,27.01,43.61,3.36,9.86,1,1700.9,0.09,44.8,2.03,7.34,2,Drought Stress
AASRA-TRN-025906,Patna,"Bihar, India",Rabi/Winter,21.27,8.33,72.7,0.69,37.45,0,465.4,11.87,38.6,1.32,7.37,0,Optimal
AASRA-TRN-025907,Patna,"Bihar, India",Rabi/Winter,20.28,5.25,82.43,0.42,36.89,0,262.8,5.72,46.1,1.3,7.35,0,Optimal
AASRA-TRN-025908,Patna,"Bihar, India",Kharif/Wet,32.8,23.66,64.57,1.76,21.98,0,2041.6,21.95,41.9,2.88,7.33,0,Optimal
AASRA-TRN-025909,Patna,"Bihar, India",Zaid/Summer,45.12,32.0,34.46,5.8,17.96,2,2398.9,0.85,39.7,0.85,7.17,3,Compound Stress (Heat+Drought)
AASRA-TRN-025910,Patna,"Bihar, India",Kharif/Wet,29.88,22.79,92.93,0.3,18.75,0,1943.9,0.62,46.4,0.91,7.31,2,Drought Stress
AASRA-TRN-025911,Patna,"Bihar, India",Kharif/Wet,30.69,21.37,63.22,1.62,19.2,0,785.6,9.62,44.4,1.27,6.74,2,Drought Stress
AASRA-TRN-025912,Patna,"Bihar, India",Rabi/Winter,15.47,0.24,84.21,0.28,38.33,0,40.0,4.48,48.4,0.74,7.22,5,Frost / Cold Stress
AASRA-TRN-025913,Patna,"Bihar, India",Rabi/Winter,15.63,0.9,53.9,0.82,19.23,0,40.0,5.6,46.2,1.87,7.61,5,Frost / Cold Stress
AASRA-TRN-025914,Patna,"Bihar, India",Rabi/Winter,18.5,6.24,79.22,0.44,9.84,0,237.1,1.41,39.7,3.47,7.29,2,Drought Stress
AASRA-TRN-025915,Patna,"Bihar, India",Kharif/Wet,26.63,17.31,71.68,0.99,24.6,0,802.0,2.19,41.8,1.97,8.3,0,Optimal
AASRA-TRN-025916,Patna,"Bihar, India",Zaid/Summer,32.84,23.07,29.76,3.5,24.5,0,969.6,0.43,48.0,1.19,7.7,0,Optimal
AASRA-TRN-025917,Patna,"Bihar, India",Rabi/Winter,19.07,7.21,45.09,1.21,26.82,0,119.3,1.43,44.1,2.13,7.4,0,Optimal
AASRA-TRN-025918,Patna,"Bihar, India",Rabi/Winter,15.01,0.92,80.04,0.34,37.66,0,40.0,3.83,49.1,4.89,7.77,5,Frost / Cold Stress
AASRA-TRN-025919,Patna,"Bihar, India",Rabi/Winter,28.05,17.64,53.83,1.75,24.72,0,680.6,1.15,39.6,1.12,7.13,0,Optimal
AASRA-TRN-025920,Patna,"Bihar, India",Zaid/Summer,40.72,31.09,16.72,5.8,31.52,2,2435.1,0.98,41.0,2.68,7.96,1,Heat Stress
AASRA-TRN-025921,Patna,"Bihar, India",Kharif/Wet,32.84,25.1,73.03,1.34,34.38,0,796.6,55.77,41.4,1.0,7.37,0,Optimal
AASRA-TRN-025922,Patna,"Bihar, India",Kharif/Wet,36.38,30.3,86.38,0.83,39.68,4,1190.3,15.95,48.7,0.67,7.04,1,Heat Stress
AASRA-TRN-025923,Patna,"Bihar, India",Rabi/Winter,19.88,4.14,71.63,0.66,25.16,0,136.5,0.5,48.3,1.82,7.03,0,Optimal
AASRA-TRN-025924,Patna,"Bihar, India",Zaid/Summer,35.98,23.51,33.21,3.96,27.87,1,1993.9,1.44,41.3,1.08,6.82,0,Optimal
AASRA-TRN-025925,Patna,"Bihar, India",Zaid/Summer,49.0,32.0,43.85,5.8,23.75,3,1006.5,0.71,39.2,1.43,7.82,1,Heat Stress
AASRA-TRN-025926,Patna,"Bihar, India",Kharif/Wet,34.33,26.61,96.51,0.2,24.97,0,859.8,10.41,42.7,1.13,7.49,0,Optimal
AASRA-TRN-025927,Patna,"Bihar, India",Kharif/Wet,32.63,24.09,71.13,1.42,21.55,0,2166.5,7.47,39.5,1.17,7.21,0,Optimal
AASRA-TRN-025928,Patna,"Bihar, India",Rabi/Winter,14.45,-1.2,89.36,0.2,18.59,0,40.0,1.25,38.9,0.66,7.63,5,Frost / Cold Stress
AASRA-TRN-025929,Patna,"Bihar, India",Rabi/Winter,21.4,9.55,93.49,0.2,19.73,0,591.0,2.48,39.6,1.19,7.7,0,Optimal
AASRA-TRN-025930,Patna,"Bihar, India",Kharif/Wet,30.53,21.78,79.06,0.92,17.9,0,1405.2,6.28,43.0,0.91,7.18,2,Drought Stress
AASRA-TRN-025931,Patna,"Bihar, India",Kharif/Wet,29.46,22.84,86.02,0.58,26.06,0,436.0,19.52,40.4,1.01,7.34,0,Optimal
AASRA-TRN-025932,Patna,"Bihar, India",Kharif/Wet,34.62,27.36,90.93,0.5,16.21,0,2036.1,14.9,42.4,1.6,7.75,2,Drought Stress
AASRA-TRN-025933,Patna,"Bihar, India",Kharif/Wet,29.85,22.83,65.84,1.44,24.54,0,947.6,12.27,38.5,3.28,7.29,0,Optimal
AASRA-TRN-025934,Patna,"Bihar, India",Zaid/Summer,42.56,29.58,35.75,5.43,9.39,1,2500.0,3.22,42.5,2.94,7.03,3,Compound Stress (Heat+Drought)
AASRA-TRN-025935,Patna,"Bihar, India",Zaid/Summer,34.9,25.92,39.76,3.37,17.95,0,1387.8,1.99,39.9,1.22,7.0,2,Drought Stress
AASRA-TRN-025936,Patna,"Bihar, India",Rabi/Winter,11.52,-3.0,68.13,0.43,16.56,0,40.0,0.25,38.8,1.17,6.97,5,Frost / Cold Stress
AASRA-TRN-025937,Patna,"Bihar, India",Zaid/Summer,38.01,26.9,36.43,4.21,27.97,2,2500.0,1.16,43.3,0.69,7.57,1,Heat Stress
AASRA-TRN-025938,Patna,"Bihar, India",Rabi/Winter,27.96,12.55,78.27,0.82,21.57,0,717.8,0.19,33.7,0.83,6.95,0,Optimal
AASRA-TRN-025939,Patna,"Bihar, India",Kharif/Wet,30.82,23.94,66.36,1.5,19.66,0,417.1,8.83,39.8,0.91,7.18,0,Optimal
AASRA-TRN-025940,Patna,"Bihar, India",Kharif/Wet,33.58,26.29,66.25,1.75,30.46,0,657.8,3.89,41.6,2.23,7.28,0,Optimal
